店舗名,商品コード,商品名,税率,賞味期限,容量,原単価,売単価,在庫数,原価金額,売価金額
"佐々店","4984824811409","LR6EJ/2B ｴﾎﾞﾙﾀ単3","10.00","","","242.00","380","5","1,210","1,900"
"佐々店","4984824811423","LR6EJ/4B ｴﾎﾞﾙﾀ単3","10.00","","","413.00","650","4","1,652","2,600"
"佐々店","4984824811485","LR03EJ/2B ｴﾎﾞﾙﾀ単4","10.00","","","242.00","380","4","968","1,520"
"佐々店","4984824811508","LR03EJ/4B ｴﾎﾞﾙﾀ単4","10.00","","","413.00","650","4","1,652","2,600"
"佐々店","4988617143548","ICC69 ｼｱﾝｲﾝｸ","10.00","","","836.00","1,069","1","836","1,069"
"佐々店","4988617143555","ICM69 ﾏｾﾞﾝﾀｲﾝｸ","10.00","","","836.00","1,069","2","1,672","2,138"
"佐々店","4988617143562","ICY69 ｲｴﾛｰｲﾝｸ","10.00","","","836.00","1,069","2","1,672","2,138"
"佐々店","4988617143609","IC6CL70 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","3,048.00","3,898","2","6,096","7,796"
"佐々店","4988617143616","ICBK70 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","523.00","669","4","2,092","2,676"
"佐々店","4988617143623","ICC70 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","523.00","669","5","2,615","3,345"
"佐々店","4988617143630","ICM70 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","523.00","669","5","2,615","3,345"
"佐々店","4988617143647","ICY70 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","523.00","669","3","1,569","2,007"
"佐々店","4988617143654","ICLM70 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","523.00","669","3","1,569","2,007"
"佐々店","4988617143678","ICLC70 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","523.00","669","4","2,092","2,676"
"佐々店","4988617193932","ICBK80 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","572.00","734","4","2,288","2,936"
"佐々店","4988617193949","ICC80 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","572.00","734","3","1,716","2,202"
"佐々店","4988617193956","ICM80 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","572.00","734","3","1,716","2,202"
"佐々店","4988617193963","ICY80 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","572.00","734","2","1,144","1,468"
"佐々店","4988617193970","ICLC80 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","572.00","734","3","1,716","2,202"
"佐々店","4988617193987","ICLM80 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","572.00","734","3","1,716","2,202"
"佐々店","4988617194069","IC6CL80 ｴﾌﾟｿﾝｲﾝｸ","10.00","","","3,334.00","4,276","3","10,002","12,828"
"佐々店","4988617266797","ITH-BK ｴﾌﾟｿﾝｲﾝｸ","10.00","","","785.00","1,004","1","785","1,004"
"佐々店","4988617266810","ITH-M ｴﾌﾟｿﾝｲﾝｸ","10.00","","","785.00","1,004","1","785","1,004"
"佐々店","4988617266841","ITH-LM ｴﾌﾟｿﾝｲﾝｸ","10.00","","","785.00","1,004","1","785","1,004"
"佐々店","4989082768847","A-76884 おろしｽﾗｲｻｰｾｯﾄ","10.00","","","2,964.00","6,980","2","5,928","13,960"
"佐々店","4989082776378","A-77637 ﾏﾙﾁﾊﾟﾝｽｸｴｱ3点","0.00","","","2,860.00","12,001","6","17,160","72,006"
"佐々店","4991560815905","ﾍｯﾄﾞｽﾊﾟ ｽﾊﾟﾆｽﾄ ﾌﾞﾗｯｸ","0.00","","","4,420.00","9,980","1","4,420","9,980"
"佐々店","4991829300647","KF-260B 黒 壁寄ｽﾀﾝﾄﾞ","10.00","","","11,731.00","20,680","1","11,731","20,680"
"佐々店","4995296002189","BZBD105 除湿剤 42個ｾｯﾄ","0.00","","","2,420.00","5,980","1","2,420","5,980"
"佐々店","4996856008962","JTA-5000MP ﾐｼﾝﾋﾟﾝｸ","10.00","","","17,313.00","29,800","1","17,313","29,800"
"佐々店","4996953051007","BF-01852 ﾕｰﾊﾟﾜｰﾌﾚｰﾑ","10.00","","","1,080.00","1,748","1","1,080","1,748"
"佐々店","5025155030455","CY24FF 掃除機","10.00","","","22,615.00","39,800","1","22,615","39,800"
"佐々店","5025155071724","SV21HEPABU ｺｰﾄﾞﾚｽｸﾘｰﾅｰ ﾌﾞﾙｰ","0.00","","","24,058.00","39,800","2","48,116","79,600"
"佐々店","5025155075463","AM09 WN N Hot+Cool ﾎﾜｲﾄ･ﾆｯｹﾙ","0.00","","","21,320.00","34,800","5","106,600","174,000"
"佐々店","5025155075470","AM09 BI N Hot+Cool ﾌﾞﾗｯｸ･ｱｲｱﾝ","0.00","","","21,320.00","34,800","3","63,960","104,400"
"佐々店","6419334094984","G967 ﾍﾞｲ ﾒﾝｿｰﾙ ｽﾏｰﾄ","10.00","","","460.00","905","1","460","905"
"佐々店","8712928120815","135 SP400X EC EU 36EX 1","0.00","","","1,050.00","1,500","2","2,100","3,000"
"佐世保本店","0000000001038","Jｴｱｺﾝ M取外し料金","10.00","","","0.00","4,950","-13","0","-64,350"
"佐世保本店","0000000001052","Jｴｱｺﾝ M工事費 配送料","10.00","","","0.00","3,960","-41","0","-162,360"
"佐世保本店","0000000004053","Tｴｱｺﾝ M工事費 配送料","10.00","","","0.00","0","-3","0","0"
"佐世保本店","0027075158443","ｼﾞｭﾋﾟﾀｰ Ⅲ 8x21ｼﾙﾊﾞｰ","10.00","","","2,520.00","4,298","1","2,520","4,298"
"佐世保本店","0027075158719","ｼﾞｭﾋﾟﾀｰ Ⅲ 8x21ﾌﾞﾗｯｸ","10.00","","","2,520.00","4,298","1","2,520","4,298"
"佐世保本店","0400100100103","ｶﾗｰﾌｨﾙﾑ現像","10.00","","","200.00","790","3","600","2,370"
"佐世保本店","0400100200056","ｶﾗｰﾌｨﾙﾑﾌﾟﾘﾝﾄ L","10.00","","","17.00","42","38","646","1,596"
"佐世保本店","0400100200506","ｶﾗｰﾌﾟﾘﾝﾄL 社員割","10.00","","","6.00","20","-8","-48","-160"
"佐世保本店","0400101500800","快伸 送料(宅急便)","10.00","","","278.00","0","6","1,668","0"
"佐世保本店","0400200500001","DNPｾﾙﾌ Lﾌﾟﾘﾝﾄ 税込","10.00","","","14.00","40","-44","-616","-1,760"
"佐世保本店","0400200500018","DNPｾﾙﾌ ﾌﾚｰﾑ/分割","10.00","","","14.00","50","-46","-644","-2,300"
"佐世保本店","0400200700197","ﾌﾟﾘﾝﾁｬｵW ｺﾗｰｼﾞｭ KG","10.00","","","36.00","385","-1","-36","-385"
"佐世保本店","0400200800132","WP 分割ﾌﾟﾘﾝﾄ L","10.00","","","10.00","385","-1","-10","-385"
"佐世保本店","0400200800149","WP 分割ﾌﾟﾘﾝﾄ KG","10.00","","","13.00","385","-4","-52","-1,540"
"佐世保本店","0400200800224","WP ﾜﾝﾀﾞｰｼｬｯﾌﾙ A4","10.00","","","120.00","1,210","-2","-240","-2,420"
"佐世保本店","0400201800025","ﾃﾞｼﾞﾀﾙ 2L","10.00","","","12.00","110","-332","-3,984","-36,520"
"佐世保本店","0400201800049","ﾃﾞｼﾞﾀﾙ 6切","10.00","","","22.00","660","-1","-22","-660"
"佐世保本店","0400201800056","ﾃﾞｼﾞﾀﾙ 6切W","10.00","","","35.00","660","-1","-35","-660"
"佐世保本店","0400201800124","ﾃﾞｼﾞﾀﾙ A4","10.00","","","22.00","660","-20","-440","-13,200"
"佐世保本店","0400201800179","ﾃﾞｼﾞﾀﾙましかく 89","10.00","","","6.00","40","-7","-42","-280"
"佐世保本店","0400201810024","ﾈｯﾄﾌﾟﾘﾝﾄL･KG 1～99","10.00","","","9.00","30","-8","-72","-240"
"佐世保本店","0400201810031","ﾈｯﾄﾌﾟﾘﾝﾄL･KG 100～199","10.00","","","9.00","28","-110","-990","-3,080"
"佐世保本店","0400202000028","ﾃﾞｼﾞﾀﾙCD書込","10.00","","","132.00","440","-20","-2,640","-8,800"
"佐世保本店","0400300270002","証明 3ｘ4cmまで(4枚)","10.00","","","0.00","1,296","-28","0","-36,288"
"佐世保本店","0400300270019","証明ﾊﾟｽﾎﾟｰﾄ以上(2枚)","10.00","","","0.00","1,620","-13","0","-21,060"
"佐世保本店","0400300270033","キレイ仕上げ","10.00","","","0.00","540","-2","0","-1,080"
"佐世保本店","0400300270040","証明写真焼増し","10.00","","","0.00","378","-14","0","-5,292"
"佐世保本店","0400503400305","ﾌｼﾞｶﾗｰ年賀 写真ｷﾚｲ仕上げ","10.00","","","0.00","0","-1","0","0"
"佐世保本店","0400503400435","ﾌｼﾞｶﾗｰ喪中 印刷仕上げ","10.00","","","0.00","0","2","0","0"
"佐世保本店","0400503499996","ﾊｶﾞｷ代","10.00","","","63.00","63","70","4,410","4,410"
"佐世保本店","0400701960250","ﾃﾞｼﾞﾀﾙ A4･6切･6W 3P","10.00","","","78.00","1,580","-6","-468","-9,480"
"佐世保本店","0400702000108","文字入れ基本料","10.00","","","0.00","550","-3","0","-1,650"
"佐世保本店","0400702100006","ﾌﾟﾘﾝﾄ複写 L","10.00","","","6.00","220","-12","-72","-2,640"
"佐世保本店","0400702100013","ﾌﾟﾘﾝﾄ複写 KG","10.00","","","6.00","330","-12","-72","-3,960"
"佐世保本店","0400702100020","ﾌﾟﾘﾝﾄ複写 2L","10.00","","","12.00","550","-2","-24","-1,100"
"佐世保本店","0400702100037","ﾌﾟﾘﾝﾄ複写 6切･6切W･A4","10.00","","","24.00","1,650","-1","-24","-1,650"
"佐世保本店","0400702300000","拡大ﾌﾟﾘﾝﾄ A1","10.00","","","665.00","2,980","-2","-1,330","-5,960"
"佐世保本店","0400702300017","拡大パネル加工 A1","10.00","","","1,625.00","6,980","-8","-13,000","-55,840"
"佐世保本店","0400702300024","拡大プリント A2","10.00","","","535.00","2,480","-6","-3,210","-14,880"
"佐世保本店","0400702300048","拡大プリント A3","10.00","","","388.00","1,580","-1","-388","-1,580"
"佐世保本店","0400702300055","拡大プリント A3/2枚","10.00","","","776.00","2,880","-2","-1,552","-5,760"
"佐世保本店","0400702300062","拡大パネル加工 A3","10.00","","","1,348.00","3,980","-1","-1,348","-3,980"
"佐世保本店","0619659161514","SDSQUAR-064G-GN6MN SDｶｰﾄﾞ","10.00","","","1,900.00","3,980","1","1,900","3,980"
"佐世保本店","0853816028917","4502891ｸﾘｰﾆﾝｸﾞﾌﾞﾗｼ","10.00","","","1,664.00","2,160","3","4,992","6,480"
"佐世保本店","0885155007346","R980060 ﾙﾝﾊﾞ980","10.00","","","28,080.00","49,800","1","28,080","49,800"
"佐世保本店","0885155007506","B380065 床拭きﾛﾎﾞｯﾄ ﾌﾞﾗｰﾊﾞ","10.00","","","16,822.00","29,800","1","16,822","29,800"
"佐世保本店","0885155017741","e515060 ﾛﾎﾞｯﾄ掃除機 ﾙﾝﾊﾞ","0.00","","","16,640.00","26,182","2","33,280","52,364"
"佐世保本店","2087801027571","4502891 ｴｯｼﾞｸﾘｰﾆﾝｸﾞﾌ","10.00","","","1,664.00","2,200","-1","-1,664","-2,200"
"佐世保本店","2087801027595","注文品 ｶﾒﾗ","10.00","","","0.00","0","-1","0","0"
"佐世保本店","2087801027632","注文品 ﾊﾟｿｺﾝ","10.00","","","0.00","0","-2","0","0"
"佐世保本店","2087801027717","注文品 ｴｱｺﾝ","10.00","","","0.00","0","-2","0","0"
"佐世保本店","2087801027731","注文品 理美容/健康/ｽﾎﾟｰﾂ","10.00","","","0.00","0","-1","0","0"
"佐世保本店","2087801027755","注文品 ﾌｧｯｼｮﾝ/時計","10.00","","","0.00","0","-4","0","0"
"佐世保本店","2087801027762","注文品 寝具/ｲﾝﾃﾘｱ","10.00","","","0.00","0","-1","0","0"
"佐世保本店","2087801027853","修理 見積手数料","10.00","","","0.00","1,000","-1","0","-1,000"
"佐世保本店","2087801027908","保険料(TV) ｸﾛﾈｺ","10.00","","","0.00","0","-2","0","0"
"佐世保本店","2087801027977","保険料(冷蔵庫) ｸﾛﾈｺ","10.00","","","0.00","0","-2","0","0"
"佐世保本店","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10.00","","","0.00","0","-3","0","0"
"佐世保本店","2087801028042","保険料(その他) ｸﾛﾈｺ","10.00","","","0.00","0","-8","0","0"
"佐世保本店","2087801028059","配達設置(TV) 自社","10.00","","","0.00","0","-12","0","0"
"佐世保本店","2087801028066","配達設置(TV) M","10.00","","","0.00","0","-9","0","0"
"佐世保本店","2087801028134","配達設置(PC) 自社","10.00","","","0.00","0","-3","0","0"
"佐世保本店","2087801028164","PC初期設定料","10.00","","","0.00","3,300","-1","0","-3,300"
"佐世保本店","2087801028165","配達設置(冷蔵庫) 自社","10.00","","","0.00","0","-5","0","0"
"佐世保本店","2087801028172","配達設置(冷蔵庫) M","10.00","","","0.00","0","-9","0","0"
"佐世保本店","2087801028196","配達設置(洗濯機) 自社","10.00","","","0.00","0","-7","0","0"
"佐世保本店","2087801028202","配達設置(洗濯機) M","10.00","","","0.00","0","-10","0","0"
"佐世保本店","2087801028257","ﾘｻｲｸﾙ 冷蔵庫 ～170Ｌ","10.00","","","4,740.00","6,490","-1","-4,740","-6,490"
"佐世保本店","2087801028264","ﾘｻｲｸﾙ 冷蔵庫 ～299L","10.00","","","5,730.00","7,480","-1","-5,730","-7,480"
"佐世保本店","2087801028271","ﾘｻｲｸﾙ 冷蔵庫 ～399L","10.00","","","5,730.00","8,030","-2","-11,460","-16,060"
"佐世保本店","2087801028288","ﾘｻｲｸﾙ 冷蔵庫 ～499L","10.00","","","5,730.00","8,580","-6","-34,380","-51,480"
"佐世保本店","2087801028318","ﾘｻｲｸﾙ 液晶ﾃﾚﾋﾞ～40型","10.00","","","3,420.00","4,620","-12","-41,040","-55,440"
"佐世保本店","2087801028325","ﾘｻｲｸﾙ 液晶ﾃﾚﾋﾞ～55型","10.00","","","3,970.00","5,720","-3","-11,910","-17,160"
"佐世保本店","2087801028370","ﾘｻｲｸﾙ ｴｱｺﾝ","10.00","","","1,990.00","2,640","-28","-55,720","-73,920"
"佐世保本店","2087801028387","ﾘｻｲｸﾙ 洗濯機","10.00","","","3,530.00","5,280","-14","-49,420","-73,920"
"佐世保本店","2087801028394","配送設置(TV) 宅急便","10.00","","","0.00","0","-1","0","0"
"佐世保本店","2087801028400","配送設置(BD/DVD)宅急便","10.00","","","0.00","0","-1","0","0"
"佐世保本店","2087801028424","配送設置料(その他) 自社","10.00","","","0.00","0","-16","0","0"
"佐世保本店","2087801028462","配送設置料(その他) 宅急便","10.00","","","0.00","0","-40","0","0"
"佐世保本店","2087801028493","部品･交換ﾊﾟｰﾂ","10.00","","","0.00","0","-4","0","0"
"佐世保本店","2087801028500","廃家電 引取り料(その他)","10.00","","","0.00","0","-5","0","0"
"佐世保本店","2087801028509","その他","10.00","","","0.00","0","-9","0","0"
"佐世保本店","2087801028516","廃家電 引取り料(小)","10.00","","","0.00","900","-47","0","-42,300"
"佐世保本店","2087801028554","ﾘｻｲｸﾙ 洗濯機(持込)","10.00","","","0.00","0","-2","0","0"
"佐世保本店","2087801028615","ﾌﾟﾘﾝﾄその他 外注","10.00","","","0.00","0","-7","0","0"
"佐世保本店","2087801043694","PV-BJ700G-014 ｽﾎﾟﾝｼﾞﾌｨﾙﾀｰNEW","10.00","","","333.00","506","-1","-333","-506"
"佐世保本店","2087801081047","IW60290 ﾌｫｰﾏﾙﾊﾞｯｸｾｯﾄ","10.00","","","5,096.00","10,000","1","5,096","10,000"
"佐世保本店","2087801081054","ﾗﾎﾞ用品","10.00","","","0.00","0","1","0","0"
"佐世保本店","2087801081061","ﾚｼﾞ袋","0.00","","","3.00","3","-29","-87","-87"
"佐世保本店","2087801100557","ﾎﾟｲﾝﾄｶｰﾄﾞ再発行料","10.00","","","43.00","100","-2","-86","-200"
"佐世保本店","2087801118392","配送設置料(ﾏｯｻｰｼﾞﾁｪｱ) M","10.00","","","7,364.00","0","-1","-7,364","0"
"佐世保本店","2210517590002","E-WRG3-24 610X30ﾌｫﾄ光沢紙","10.00","","","6,300.00","0","3","18,900","0"
"佐世保本店","2370000000095","ﾗﾐﾈｰﾄ A4","10.00","","","15.00","330","-3","-45","-990"
"佐世保本店","4054278297736","SC JTK20 ｽﾁｰﾑｸﾘｰﾅｰ","10.00","","","8,684.00","19,980","3","26,052","59,940"
"佐世保本店","4054278848280","JTKｻｲﾚﾝﾄS 高圧洗浄機","10.00","","","10,785.00","19,980","3","32,355","59,940"
"佐世保本店","4210201072485","CCR4CR 洗浄液4個入り","10.00","","","1,404.00","2,700","2","2,808","5,400"
"佐世保本店","4210201250296","50-B1000s ｼｪｰﾊﾞｰ ｼﾘｰｽﾞ5","0.00","","","4,836.00","9,073","2","9,672","18,146"
"佐世保本店","4210201263401","F/C53B 替刃 ｼﾘｰｽﾞ5用","0.00","","","3,068.00","6,364","1","3,068","6,364"
"佐世保本店","4210201278504","9399s-SP ｼｪｰﾊﾞｰ ｼﾘｰｽﾞ9","0.00","","","12,425.00","29,980","1","12,425","29,980"
"佐世保本店","4210201394853","F/C94M ｼｪｰﾊﾞｰ替刃ｼﾘｰｽﾞ9用","0.00","","","7,416.00","9,810","1","7,416","9,810"
"佐世保本店","4513643457835","SYHSPB-3Z ﾓﾊﾞｲﾙﾊﾞｯﾃﾘｰ","0.00","","","1,730.00","3,500","1","1,730","3,500"
"佐世保本店","4513643458382","JU-AC-USB USBｺﾝｾﾝﾄ","0.00","","","229.00","500","1","229","500"
"佐世保本店","4526044016952","RM-FJ21 R ｼｪｰﾊﾞｰ 赤","0.00","","","5,866.00","9,980","3","17,598","29,940"
"佐世保本店","4526044016969","RM-FJ21 S ｼｪｰﾊﾞｰ 銀","0.00","","","5,866.00","9,980","3","17,598","29,940"
"佐世保本店","4526044017096","K-FJ2 ﾒﾝｽﾞｼｪｰﾊﾞｰ替刃","0.00","","","3,328.00","5,455","1","3,328","5,455"
"佐世保本店","4545350029845","8X21RCⅡｼｬﾝﾊﾟﾝｺﾞｰﾙﾄﾞ","10.00","","","3,260.00","5,378","1","3,260","5,378"
"佐世保本店","4545350029852","8X21RCⅡ ﾊﾟｰﾙﾎﾜｲﾄ","10.00","","","3,260.00","5,378","1","3,260","5,378"
"佐世保本店","4545350038328","10X21RCⅡWPﾀﾞｰｸｸﾞﾘｰﾝ","10.00","","","5,410.00","8,402","1","5,410","8,402"
"佐世保本店","4545708002667","AN-R068 ﾄﾞﾗｲﾌﾞﾚｺｰﾀﾞｰ","10.00","","","13,312.00","21,384","1","13,312","21,384"
"佐世保本店","4547410065527","CP49E PCX2 KK UNS","10.00","","","20,900.00","0","1","20,900","0"
"佐世保本店","4547410089790","135 PREMIUM400 27EX1","10.00","","","609.00","939","-1","-609","-939"
"佐世保本店","4547410089868","135 PREMIUM400 36EX1","10.00","","","1,050.00","1,650","3","3,150","4,950"
"佐世保本店","4547410090970","WPL100PRM 光沢印画紙","10.00","","","586.00","920","3","1,758","2,760"
"佐世保本店","4547410091014","WP2L30PRM 光沢印画紙","10.00","","","656.00","1,030","2","1,312","2,060"
"佐世保本店","4547410091083","WPKG50PRM 光沢印画紙","10.00","","","509.00","800","2","1,018","1,600"
"佐世保本店","4547410091106","WPA420PRM 光沢印画紙","10.00","","","808.00","1,270","1","808","1,270"
"佐世保本店","4547410313857","INSTAX MINI 70 WHI","10.00","","","10,549.00","14,800","1","10,549","14,800"
"佐世保本店","4547410317251","ﾌｫﾄﾃﾞｺﾎﾞｰﾄﾞ ｱｲﾎﾞﾘ B5","10.00","","","336.00","518","1","336","518"
"佐世保本店","4547410346701","APJ ﾅﾁｭﾗﾙﾄｰﾝ 89X89NA","10.00","","","840.00","1,296","1","840","1,296"
"佐世保本店","4547410346718","APJ ﾅﾁｭﾗﾙﾄｰﾝ 89X89WH","10.00","","","840.00","1,296","1","840","1,296"
"佐世保本店","4547410346725","APJ ﾅﾁｭﾗﾙﾄｰﾝ 127 NA","10.00","","","1,260.00","1,944","1","1,260","1,944"
"佐世保本店","4547410377224","ﾁｪｷﾌｲﾙﾑINSTAXMINI JP","10.00","","","527.00","860","3","1,581","2,580"
"佐世保本店","4547410433562","FUJI CD V3.0 30x1","0.00","","","3,180.00","0","1","3,180","0"
"佐世保本店","4547410448597","FRS 1L 薬品","10.00","","","2,985.00","0","1","2,985","0"
"佐世保本店","4548056783264","ICM39A ｲﾝｸｶｰﾄﾘｯｼﾞ","0.00","","","6,506.00","8,140","1","6,506","8,140"
"佐世保本店","4548056783349","ICY39A ｲﾝｸｶｰﾄﾘｯｼﾞ","0.00","","","6,506.00","8,140","1","6,506","8,140"
"佐世保本店","4548056783363","ICC39A ｲﾝｸｶｰﾄﾘｯｼﾞ","0.00","","","6,506.00","8,954","1","6,506","8,954"
"佐世保本店","4548736012547","DSC-WX500 BC ﾃﾞｼﾞｶﾒ","10.00","","","32,762.00","44,800","2","65,524","89,600"
"佐世保本店","4548736016101","ICF-B09 WC FMﾗｼﾞｵ","10.00","","","8,096.00","13,200","2","16,192","26,400"
"佐世保本店","4548736033597","ICD-PX470F BC ICﾚｺｰﾀﾞ","10.00","","","6,348.00","9,570","2","12,696","19,140"
"佐世保本店","4548736037007","10BNE1VJPS2 ﾌﾞﾙｰﾚｲRE","10.00","","","948.00","1,490","8","7,584","11,920"
"佐世保本店","4548736037076","10BNR1VJPS4 BD-R","10.00","","","866.00","1,382","13","11,258","17,966"
"佐世保本店","4548736037205","10BNE1VJCS2 ﾌﾞﾙｰﾚｲRE","10.00","","","1,106.00","1,706","3","3,318","5,118"
"佐世保本店","4548736045170","NP-FV50A CAMACCﾊﾞｯﾃﾘ","10.00","","","5,137.00","7,970","1","5,137","7,970"
"佐世保本店","4548736045200","NP-FV70A ACCﾊﾞｯﾃﾘ-","10.00","","","8,194.00","12,744","1","8,194","12,744"
"佐世保本店","4548736058798","SMR-10 BC 集音器","10.00","","","26,250.00","38,500","1","26,250","38,500"
"佐世保本店","4548736060425","HDR-CX470 BC ﾊﾝﾃﾞｨｶﾑ","10.00","","","28,294.00","41,800","2","56,588","83,600"
"佐世保本店","4548736062078","MDR-XB55 B ｲﾝﾅｰﾚｼｰﾊﾞ","10.00","","","2,497.00","4,840","1","2,497","4,840"
"佐世保本店","4548736062092","MDR-XB55 R ｲﾝﾅｰﾚｼｰﾊﾞ","10.00","","","2,497.00","4,840","1","2,497","4,840"
"佐世保本店","4548736062108","MDR-XB55 L ｲﾝﾅｰﾚｼｰﾊﾞ","10.00","","","2,497.00","4,840","1","2,497","4,840"
"佐世保本店","4548736062177","MDREX155 RQ ﾍｯﾄﾞﾎﾝ","10.00","","","1,327.00","2,138","3","3,981","6,414"
"佐世保本店","4548736064522","NP-FZ100 ｶﾒﾗﾊﾞｯﾃﾘｰ","10.00","","","6,300.00","9,900","1","6,300","9,900"
"佐世保本店","4548736064539","BC-QZ1ﾊﾞｯﾃﾘｰﾁｬｰｼﾞｰ","10.00","","","6,860.00","9,250","1","6,860","9,250"
"佐世保本店","4548736064621","PCK-LG1 保護ｶﾞﾗｽｼｰﾄ","10.00","","","2,450.00","3,380","1","2,450","3,380"
"佐世保本店","4548736067622","RM-PZ130D B ﾘﾓｺﾝ","10.00","","","1,806.00","2,970","3","5,418","8,910"
"佐世保本店","4548736074033","DSC-RX10M4 ﾃﾞｼﾞﾀﾙｶﾒﾗ","0.00","","","158,950.00","200,000","1","158,950","200,000"
"佐世保本店","4548736074125","SEL24105G ﾌﾙｻｲｽﾞEﾚﾝｽﾞ","10.00","","","112,200.00","164,593","1","112,200","164,593"
"佐世保本店","4548736092204","ILCE-6400M B α6400ｱﾙﾌｧM","10.00","","","118,391.00","159,800","1","118,391","159,800"
"佐世保本店","4548736109100","ILCE-6100Y B ｱﾙﾌｧ6100Y","10.00","","","81,160.00","99,800","1","81,160","99,800"
"佐世保本店","4548736109599","SRS-LSR200 ﾃﾚﾋﾞｽﾋﾟｰｶ","10.00","","","14,603.00","22,000","1","14,603","22,000"
"佐世保本店","4548736123823","XRJ-55X90J 4K液晶ﾃﾚﾋﾞ","0.00","","","110,368.00","159,800","1","110,368","159,800"
"佐世保本店","4548736123892","XRJ-55A80J 有機ELﾃﾚﾋﾞ","0.00","","","150,308.00","229,799","1","150,308","229,799"
"佐世保本店","4548736123939","KJ-55X85J 4K液晶ﾃﾚﾋﾞ","0.00","","","90,392.00","134,800","1","90,392","134,800"
"佐世保本店","4548736123946","KJ-50X85J 4K液晶ﾃﾚﾋﾞ","0.00","","","92,392.00","139,800","1","92,392","139,800"
"佐世保本店","4548736129696","SRS-NS7 ﾈｯｸｽﾋﾟｰｶｰ","0.00","","","21,904.00","36,300","2","43,808","72,600"
"佐世保本店","4548736130876","WF-C500 BZ ﾌﾙﾜｲﾔﾚｽｲﾔﾎﾝ 黒","0.00","","","7,496.00","10,450","1","7,496","10,450"
"佐世保本店","4548736130975","WF-C500 GZ ﾜｲﾔﾚｽｲﾔﾎﾝ ｱｲｽｸﾞﾘｰﾝ","0.00","","","7,496.00","10,450","1","7,496","10,450"
"佐世保本店","4548736131569","SRS-NB10 HC ﾈｯｸｽﾋﾟｰｶｰ","0.00","","","10,588.00","16,500","1","10,588","16,500"
"佐世保本店","4548736135994","KJ-65X80K 液晶ﾃﾚﾋﾞ","0.00","","","134,340.00","207,799","1","134,340","207,799"
"佐世保本店","4548736136014","KJ-50X80K 液晶ﾃﾚﾋﾞ","0.00","","","96,088.00","145,800","1","96,088","145,800"
"佐世保本店","4548736136021","KJ-43X80K 液晶ﾃﾚﾋﾞ","0.00","","","85,900.00","129,800","2","171,800","259,600"
"佐世保本店","4548736136168","XRJ-55A80K 有機ELﾃﾚﾋﾞ","0.00","","","179,760.00","299,800","1","179,760","299,800"
"佐世保本店","4549077674074","K-KJ53MCC84ｴﾈﾙｰﾌﾟｾｯﾄ","10.00","","","2,912.00","4,500","1","2,912","4,500"
"佐世保本店","4549292088588","BC-345 ｲﾝｸﾀﾝｸ","10.00","","","1,526.00","1,980","5","7,630","9,900"
"佐世保本店","4549292088601","BC-346 ｲﾝｸﾀﾝｸ","10.00","","","1,711.00","2,220","5","8,555","11,100"
"佐世保本店","4549292097627","BCI-380PGBK ｲﾝｸ","0.00","","","1,071.00","1,390","2","2,142","2,780"
"佐世保本店","4549292097634","BCI-381C ｲﾝｸ","0.00","","","909.00","1,180","3","2,727","3,540"
"佐世保本店","4549292097641","BCI-381M ｲﾝｸ","0.00","","","909.00","1,180","2","1,818","2,360"
"佐世保本店","4549292097658","BCI-381Y ｲﾝｸ","0.00","","","909.00","1,180","4","3,636","4,720"
"佐世保本店","4549292097665","BCI-381BK ｲﾝｸ","0.00","","","909.00","1,180","4","3,636","4,720"
"佐世保本店","4549292097672","BCI-381GY ｲﾝｸ","0.00","","","909.00","1,180","3","2,727","3,540"
"佐世保本店","4549292144567","BC-360 FINEｶｰﾄﾘｯｼﾞ","10.00","","","1,711.00","2,220","3","5,133","6,660"
"佐世保本店","4549292144949","BC-361 FINEｶｰﾄﾘｯｼﾞ","10.00","","","1,911.00","2,480","3","5,733","7,440"
"佐世保本店","4549292149739","PIXUSTS5330BK 複合機","10.00","","","8,320.00","15,400","1","8,320","15,400"
"佐世保本店","4549526208331","WVA-M640D-1A3JF 電波腕時計 黒*金","0.00","","","5,200.00","9,982","2","10,400","19,964"
"佐世保本店","4549550134330","DH-MWRYF015BK ﾋﾞﾃﾞｵ変換ｹｰﾌﾞﾙ","10.00","","","622.00","1,130","1","622","1,130"
"佐世保本店","4549550148689","MPA-ACC12BK ﾀｲﾌﾟC充電器","10.00","","","1,656.00","3,080","3","4,968","9,240"
"佐世保本店","4549550203845","M-BL27UBKBK ﾕｳｾﾝﾏｳｽM","10.00","","","963.00","1,700","2","1,926","3,400"
